Version, Version Name, Name, Age, Revisions, Bugfix, LOCs, LOCs Touched, LOCs Added, Churn, Avg. Churn, Authors Number, Average Change Set
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java,0,5,0,147,188,175,147,29,3,563
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingRepositoryValue.java,0,7,0,61,104,86,67,9,3,426
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSavepointManager.java,0,4,0,117,160,149,117,29,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSeq.java,0,6,0,197,342,280,237,39,3,462
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractUpdateManager.java,0,7,0,331,523,446,365,52,4,402
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,0,8,0,237,324,293,245,30,3,365
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConnectionInfo.java,0,3,0,32,55,45,32,10,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,0,2,0,488,684,615,488,244,2,11
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/DelegatingJDBCFetchConfiguration.java,0,9,0,233,311,287,233,25,3,360
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/EagerFetchModes.java,0,3,0,41,65,55,41,13,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/GenericResultObjectProvider.java,0,5,0,114,157,143,116,23,3,596
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/InstanceResultObjectProvider.java,0,4,0,55,87,74,55,13,3,726
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java,0,5,0,151,196,184,151,30,3,577
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfiguration.java,0,9,0,184,264,237,184,20,3,360
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfigurationImpl.java,0,13,0,304,630,489,312,24,4,235
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCLockManager.java,0,3,0,45,69,59,45,15,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCSeq.java,0,3,0,38,61,51,38,12,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStore.java,0,7,0,84,145,121,106,15,3,456
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java,0,21,0,1235,2221,1804,1411,67,5,152
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java,0,14,0,582,1071,862,628,44,4,221
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/LRSSizes.java,0,3,0,41,66,56,41,13,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MappedQueryResultObjectProvider.java,0,4,0,393,500,479,397,99,3,726
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java,0,7,0,326,423,397,344,49,3,405
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/OperationOrderUpdateManager.java,0,6,0,195,553,387,441,73,3,464
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PagingResultObjectProvider.java,0,9,0,420,572,516,440,48,4,328
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PessimisticLockManager.java,0,5,0,152,227,199,170,34,3,554
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManager.java,0,3,0,41,67,57,41,13,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManagerImpl.java,0,10,0,117,197,164,127,12,5,292
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ProjectionResultObjectProvider.java,0,5,0,74,134,107,74,14,3,597
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLProjectionResultObjectProvider.java,0,4,0,114,153,142,116,29,2,697
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,0,8,0,281,376,347,295,36,4,367
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SelectResultObjectProvider.java,0,4,0,140,203,181,158,39,3,726
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/TableJDBCSeq.java,0,10,0,584,847,752,590,59,4,290
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/UpdateManager.java,0,3,0,39,63,53,39,13,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ValueTableJDBCSeq.java,0,3,0,184,223,213,184,61,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Abs.java,0,5,0,48,99,77,64,12,3,558
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AbstractVal.java,0,8,0,71,155,120,71,8,4,390
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Aggregate.java,0,8,0,142,380,273,198,24,3,389
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/All.java,0,3,0,33,57,47,33,11,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AndExpression.java,0,6,0,75,192,138,91,15,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Any.java,0,3,0,33,57,47,33,11,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Args.java,0,6,0,165,359,278,165,27,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Avg.java,0,4,0,39,66,55,39,9,3,698
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BinaryOpExpState.java,0,3,0,43,69,59,43,14,2,469
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableAndExpression.java,0,6,0,64,153,113,80,13,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableExpression.java,0,6,0,65,141,108,79,13,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java,0,7,0,115,275,203,121,17,3,445
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareExpression.java,0,6,0,82,200,147,98,16,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Concat.java,0,7,0,126,381,265,168,24,3,441
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java,0,8,0,166,445,319,202,25,3,392
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java,0,7,0,94,199,154,96,13,3,441
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstInstanceofExpression.java,0,6,0,61,148,109,77,12,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstPath.java,0,10,0,190,342,281,190,19,4,327
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsExpression.java,0,5,0,55,99,81,65,13,3,587
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsKeyExpression.java,0,4,0,41,76,61,45,11,3,711
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Count.java,0,6,0,47,89,72,53,8,3,493
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CurrentDate.java,0,5,0,61,142,106,61,12,3,597
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Distinct.java,0,5,0,38,85,64,50,10,3,574
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EmptyExpression.java,0,6,0,44,115,83,58,9,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EndsWithExpression.java,0,8,0,176,389,298,188,23,4,389
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualExpression.java,0,6,0,73,146,112,73,12,3,497
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Exp.java,0,6,0,53,153,106,101,16,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExpContext.java,0,3,0,49,76,66,49,16,2,469
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExpState.java,0,3,0,38,64,54,38,12,2,469
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java,0,8,0,194,500,362,226,28,3,389
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/FilterValue.java,0,5,0,102,143,131,102,20,3,560
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/FilterValueImpl.java,0,7,0,94,189,151,100,14,4,431
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetColumn.java,0,3,0,72,103,93,72,24,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetMapValue.java,0,3,0,178,374,292,178,59,2,449
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,0,7,0,149,342,259,165,23,3,445
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/HasContainsExpressionVisitor.java,0,5,0,42,81,64,44,8,2,313
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InExpression.java,0,10,0,195,410,317,211,21,4,310
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InKeyExpression.java,0,4,0,43,71,59,43,10,3,711
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InSubQExpression.java,0,6,0,81,187,140,81,13,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InValueExpression.java,0,4,0,43,71,59,43,10,3,711
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IndexOf.java,0,7,0,123,351,248,163,23,3,441
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InstanceofExpression.java,0,9,0,151,314,241,157,17,3,353
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsEmptyExpression.java,0,6,0,56,149,107,72,12,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsNotEmptyExpression.java,0,6,0,56,147,106,72,12,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCAggregateListener.java,0,3,0,42,65,55,42,14,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory.java,0,10,0,327,601,500,437,43,3,317
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCFilterListener.java,0,3,0,44,67,57,44,14,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCPath.java,0,3,0,29,52,42,29,9,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCStringContains.java,0,4,0,51,80,68,53,13,3,714
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCWildcardMatch.java,0,4,0,56,85,73,58,14,3,714
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Lit.java,0,6,0,89,172,138,89,14,4,499
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java,0,8,0,140,285,220,164,20,3,384
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java,0,7,0,124,338,242,162,23,3,441
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Max.java,0,4,0,39,66,55,39,9,3,698
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Min.java,0,4,0,39,66,55,39,9,3,698
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotContainsExpression.java,0,6,0,80,183,139,80,13,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualExpression.java,0,6,0,75,147,113,75,12,3,497
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotExpression.java,0,6,0,69,157,119,69,11,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Null.java,0,5,0,44,97,74,52,10,3,597
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/OrExpression.java,0,6,0,90,201,152,102,17,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,0,17,0,736,1370,1097,750,44,4,189
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Param.java,0,9,0,113,237,184,117,13,4,342
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/QueryExpressionsState.java,0,2,0,33,56,46,33,16,2,671
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java,0,6,0,61,97,84,65,10,3,496
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLExpression.java,0,3,0,38,61,51,38,12,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLValue.java,0,3,0,36,59,49,36,12,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,0,14,0,309,783,563,419,29,3,230
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Size.java,0,7,0,50,109,83,58,8,3,445
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sqrt.java,0,3,0,39,64,54,39,13,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StartsWithExpression.java,0,8,0,232,470,376,240,30,4,389
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringFunction.java,0,8,0,98,291,205,140,17,3,392
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringLength.java,0,6,0,56,113,89,58,9,4,483
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SubQ.java,0,8,0,177,479,343,235,29,3,389
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Substring.java,0,7,0,119,341,241,157,22,3,441
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sum.java,0,4,0,48,76,65,48,12,3,698
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToLowerCase.java,0,5,0,47,87,70,47,9,4,571
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToUpperCase.java,0,5,0,47,86,70,47,9,4,571
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Trim.java,0,9,0,172,441,320,174,19,4,349
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java,0,9,0,126,327,239,170,18,4,347
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Val.java,0,8,0,126,313,230,170,21,3,390
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Variable.java,0,6,0,148,325,251,178,29,3,512
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMapping.java,0,11,0,877,1175,1082,1005,91,5,265
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java,0,10,0,367,498,456,387,38,5,289
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassStrategy.java,0,4,0,105,137,126,105,26,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,0,4,0,112,154,141,112,28,3,701
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java,0,6,0,374,476,456,374,62,4,469
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java,0,8,0,150,242,206,160,20,3,364
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorStrategy.java,0,5,0,69,108,93,69,13,3,560
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Embeddable.java,0,5,0,75,111,98,75,15,3,625
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMapping.java,0,6,0,882,1087,1054,888,148,4,487
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java,0,4,0,289,357,345,289,72,3,693
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldStrategy.java,0,5,0,217,289,268,219,43,3,625
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCColumnOrder.java,0,3,0,74,107,97,74,24,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCOrder.java,0,3,0,42,66,56,42,14,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCRelatedFieldOrder.java,0,4,0,60,94,83,60,15,3,692
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCValueOrder.java,0,3,0,57,87,77,57,19,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java,0,4,0,155,196,180,155,38,2,692
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Joinable.java,0,5,0,82,115,103,82,16,3,569
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaults.java,0,3,0,276,327,317,276,92,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java,0,7,0,650,772,756,650,92,5,405
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingInfo.java,0,12,0,1611,1892,1832,1631,135,4,245
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java,0,15,0,1106,1416,1323,1122,74,6,210
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingStrategyInstaller.java,0,4,0,64,93,82,64,16,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java,0,19,0,1034,5923,3530,1054,55,6,163
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java,0,3,0,123,162,152,123,41,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneMappingDefaults.java,0,4,0,133,187,177,133,33,2,701
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneStrategyInstaller.java,0,4,0,56,85,74,56,14,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/PropertiesReverseCustomizer.java,0,5,0,205,266,248,213,42,3,564
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java,0,7,0,536,647,629,544,77,4,408
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RefreshStrategyInstaller.java,0,4,0,123,160,149,123,30,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RelationId.java,0,4,0,34,60,49,34,8,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseCustomizer.java,0,3,0,147,183,173,147,49,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,0,10,0,2004,2298,2256,2016,201,5,312
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java,0,4,0,85,118,107,85,21,2,747
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java,0,3,0,131,172,162,131,43,2,922
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Strategy.java,0,5,0,121,160,148,121,24,2,605
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/StrategyInstaller.java,0,5,0,60,99,84,62,12,2,605
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueHandler.java,0,6,0,94,132,118,94,15,3,527
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMapping.java,0,6,0,225,301,285,225,37,3,508
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingImpl.java,0,6,0,477,574,559,481,80,2,508
2,refs/tags/1.0.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java,0,3,0,282,341,331,282,94,2,922
